,0,1,2,3,4,5,6,7,8,9
375,"(904.4092, 613.73956)","(904.4031, 613.73596)","(904.4019, 613.73047)","(904.4036, 613.7216)","(904.40497, 613.72687)","(904.40515, 613.7275)","(904.4066, 613.7303)","(904.4082, 613.73157)","(904.4067, 613.7322)","(904.4042, 613.7334)"
376,"(611.2201, 516.0928)","(611.2415, 516.156)","(611.2636, 516.2144)","(611.2908, 516.26746)","(611.3182, 516.28986)","(611.33984, 516.3117)","(611.3655, 516.33594)","(611.3881, 516.35547)","(611.4115, 516.3734)","(611.44403, 516.397)"
377,"(318.01437, 699.9897)","(318.01385, 699.98987)","(318.01157, 699.9897)","(318.0158, 699.9928)","(318.017, 699.9968)","(318.01633, 699.99475)","(318.0186, 699.9965)","(318.01526, 699.98785)","(318.02115, 699.9964)","(318.02115, 699.9964)"
378,"(412.394, 194.23062)","(412.3933, 194.22954)","(412.3956, 194.22882)","(412.38907, 194.22682)","(412.38174, 194.24959)","(412.37354, 194.26617)","(412.36768, 194.28418)","(412.3596, 194.30383)","(412.37213, 194.30441)","(412.38232, 194.31436)"
379,"(965.5397, 381.18262)","(965.561, 381.07724)","(965.8771, 380.99533)","(966.03973, 380.73328)","(966.1945, 380.70535)","(966.3306, 380.4569)","(966.4746, 380.2288)","(966.64307, 379.96194)","(966.65247, 379.91885)","(966.6675, 379.86465)"
380,"(973.1396, 386.92673)","(973.1461, 386.9215)","(973.07855, 387.53915)","(973.3904, 388.5661)","(973.3004, 388.75305)","(973.47253, 388.7494)","(973.50934, 388.7546)","(973.55524, 388.75708)","(973.5608, 388.74536)","(973.5669, 388.735)"
381,"(960.6372, 381.49176)","(960.6794, 381.40744)","(960.8803, 381.282)","(961.2521, 381.00452)","(961.23047, 381.02094)","(961.40375, 380.83917)","(961.5039, 380.68896)","(961.5966, 380.55463)","(961.60095, 380.5068)","(961.6101, 380.4516)"
382,"(19.729786, 17.345469)","(19.975348, 17.288942)","(20.001282, 17.272358)","(20.022127, 17.261925)","(20.003178, 17.26501)","(19.979046, 17.270222)","(19.955032, 17.27959)","(19.924376, 17.290474)","(19.855175, 17.305428)","(19.773355, 17.316181)"
383,"(769.75494, 436.5833)","(769.7544, 436.58643)","(769.75507, 436.59317)","(769.75574, 436.60437)","(769.7548, 436.5905)","(769.7573, 436.57245)","(769.7573, 436.55734)","(769.75665, 436.53748)","(769.7776, 436.42856)","(769.74664, 436.54236)"
384,"(509.0126, 307.9731)","(509.00958, 307.96854)","(509.00687, 307.968)","(509.00095, 307.95334)","(508.9993, 307.96948)","(509.00043, 307.97763)","(508.99988, 307.98843)","(509.00217, 307.99188)","(509.00284, 307.99225)","(509.00153, 307.9926)"
385,"(956.33014, 678.08386)","(956.3288, 678.0864)","(956.3343, 678.08704)","(956.3355, 678.0919)","(956.3353, 678.0928)","(956.3353, 678.0928)","(956.3348, 678.0931)","(956.3344, 678.093)","(956.33795, 678.1001)","(956.34674, 678.1083)"
386,"(502.25726, 197.86497)","(502.27643, 197.87422)","(502.3088, 197.88051)","(502.32153, 197.89171)","(502.3223, 197.8909)","(502.31735, 197.89084)","(502.32065, 197.89093)","(502.32056, 197.89114)","(502.33368, 197.89464)","(502.3378, 197.896)"
387,"(610.03265, 1.0246882)","(610.03284, 1.0243459)","(610.0335, 1.023602)","(610.0338, 1.0231814)","(610.03406, 1.022685)","(610.03357, 1.0230241)","(610.03394, 1.0223994)","(610.0333, 1.0231018)","(610.0339, 1.0224533)","(610.0338, 1.022583)"
388,"(1060.0249, 772.80505)","(1060.0249, 772.80505)","(1060.0249, 772.80505)","(1060.0243, 772.80365)","(1060.0243, 772.80304)","(1060.0243, 772.80304)","(1060.0243, 772.80304)","(1060.0243, 772.80304)","(1060.0244, 772.8033)","(1060.0244, 772.8033)"
389,"(981.9538, 4.033704)","(981.9535, 4.0337925)","(981.9535, 4.0337524)","(981.95355, 4.033945)","(981.95374, 4.0337915)","(981.9536, 4.0337043)","(981.955, 4.0355315)","(981.9547, 4.035303)","(981.9558, 4.039926)","(981.9561, 4.040147)"
390,"(972.8523, 126.32496)","(972.86304, 126.35055)","(972.86395, 126.39256)","(972.85114, 126.401146)","(972.8559, 126.41897)","(972.59985, 126.847)","(972.60034, 127.527954)","(972.5545, 128.17795)","(972.5608, 128.54868)","(972.59424, 128.91353)"
391,"(1159.425, 225.13748)","(1159.4092, 225.16669)","(1159.4012, 225.1737)","(1159.3843, 225.20657)","(1159.3986, 225.17834)","(1159.3982, 225.17374)","(1159.4081, 225.16647)","(1159.4093, 225.16267)","(1159.4115, 225.16539)","(1159.4119, 225.1662)"
392,"(1001.5338, 520.51117)","(1001.573, 520.51733)","(1001.5878, 520.4988)","(1001.6439, 520.50226)","(1001.62463, 520.4943)","(1001.6319, 520.5079)","(1001.6192, 520.50305)","(1001.6438, 520.51825)","(1001.64465, 520.518)","(1001.6449, 520.518)"
393,"(999.27716, 73.56616)","(999.2726, 73.58305)","(999.26697, 73.60042)","(999.2652, 73.62049)","(999.2668, 73.61829)","(999.26245, 73.63107)","(999.2567, 73.631905)","(999.253, 73.639946)","(999.2482, 73.632126)","(999.25574, 73.62568)"
394,"(639.40857, 121.45277)","(639.46814, 121.48207)","(639.52936, 121.50044)","(639.5907, 121.525154)","(639.6515, 121.53268)","(639.7141, 121.53605)","(639.7848, 121.538414)","(639.8539, 121.54587)","(639.9203, 121.54118)","(639.99713, 121.54246)"
395,"(1041.6044, 347.3825)","(1041.5934, 347.39566)","(1041.5925, 347.4101)","(1041.5848, 347.42352)","(1041.5829, 347.42065)","(1041.5823, 347.41736)","(1041.5808, 347.4148)","(1041.5809, 347.4138)","(1041.5819, 347.41376)","(1041.5822, 347.4155)"
396,"(233.82079, 675.9432)","(233.8152, 675.95215)","(233.80069, 675.94696)","(233.78429, 675.9486)","(233.78053, 675.9478)","(233.77869, 675.9454)","(233.77434, 675.9434)","(233.77444, 675.9383)","(233.77275, 675.9413)","(233.77176, 675.9416)"
397,"(220.13261, 671.2535)","(220.1339, 671.24615)","(220.12892, 671.2328)","(220.12944, 671.2231)","(220.13135, 671.213)","(220.12703, 671.2003)","(220.1299, 671.19055)","(220.12163, 671.17505)","(220.11475, 671.1946)","(220.12115, 671.2116)"
398,"(15.753157, 677.6605)","(15.764215, 677.67365)","(15.770259, 677.67633)","(15.7863, 677.68585)","(15.782297, 677.6842)","(15.771198, 677.68396)","(15.759697, 677.6805)","(15.752631, 677.68036)","(15.746148, 677.6808)","(15.748815, 677.6838)"
399,"(695.83014, 404.50012)","(695.8211, 404.4983)","(695.8224, 404.49384)","(695.7689, 404.49942)","(695.76996, 404.4995)","(695.7701, 404.49887)","(695.7699, 404.4997)","(695.76984, 404.49927)","(695.76776, 404.50055)","(695.766, 404.49792)"
400,"(287.61746, 675.23175)","(287.62613, 675.23413)","(287.6269, 675.23364)","(287.63663, 675.2394)","(287.6455, 675.2251)","(287.65372, 675.2253)","(287.66656, 675.21747)","(287.66913, 675.22906)","(287.66913, 675.22906)","(287.66913, 675.22906)"
401,"(705.2014, 60.213333)","(705.20575, 60.023304)","(705.2119, 60.00042)","(705.2189, 59.976917)","(705.2473, 59.933468)","(705.27435, 59.88935)","(705.3089, 59.85266)","(705.34125, 59.81221)","(705.3536, 59.802494)","(705.3572, 59.792328)"
402,"(1086.7257, 547.2558)","(1086.7256, 547.36115)","(1086.6738, 547.6621)","(1087.3887, 544.8988)","(1087.7654, 544.04767)","(1088.1858, 540.7149)","(1088.328, 540.55695)","(1088.4583, 540.3706)","(1088.4832, 540.4079)","(1088.4967, 540.44086)"
403,"(714.097, 434.58325)","(714.1144, 434.58975)","(714.1277, 434.59897)","(714.15155, 434.6046)","(714.13666, 434.61414)","(714.1345, 434.61972)","(714.1225, 434.6257)","(714.12726, 434.63037)","(714.083, 434.6313)","(713.60706, 434.36166)"
404,"(57.409393, 62.011215)","(57.372513, 62.08554)","(57.329937, 62.164406)","(57.290047, 62.25161)","(57.284336, 62.173027)","(57.286934, 62.105022)","(57.291348, 62.033253)","(57.295135, 61.963467)","(57.280117, 61.945602)","(57.274406, 61.955143)"
405,"(220.05452, 574.3971)","(220.04797, 574.39703)","(220.04146, 574.3934)","(220.02992, 574.40076)","(220.0388, 574.4779)","(220.04759, 574.56165)","(220.05179, 574.5874)","(220.05963, 574.5942)","(220.053, 574.595)","(220.04291, 574.5887)"
406,"(483.88425, 411.27393)","(483.8832, 411.27826)","(483.8838, 411.27783)","(483.88193, 411.28363)","(483.87955, 411.31223)","(483.87982, 411.31406)","(483.88037, 411.31268)","(483.87946, 411.31064)","(483.87973, 411.3092)","(483.88013, 411.31046)"
407,"(887.95166, 587.10474)","(887.95197, 587.1111)","(887.9462, 587.13324)","(887.9511, 587.1093)","(887.951, 587.10846)","(887.9505, 587.1079)","(887.9503, 587.1075)","(887.95026, 587.1075)","(887.9498, 587.10565)","(887.9497, 587.10596)"
408,"(747.5161, 650.5116)","(747.5164, 650.5102)","(747.5163, 650.51276)","(747.51715, 650.5185)","(747.5219, 650.51776)","(747.52277, 650.5166)","(747.5227, 650.51697)","(747.52155, 650.5167)","(747.5242, 650.5147)","(747.5221, 650.5135)"
409,"(96.26741, 601.4691)","(96.25826, 601.4969)","(96.254456, 601.51385)","(96.24164, 601.5478)","(96.24634, 601.54175)","(96.25808, 601.55164)","(96.27572, 601.5415)","(96.28753, 601.5582)","(96.27527, 601.5561)","(96.27126, 601.5571)"
410,"(707.14453, 607.9726)","(707.1402, 607.97565)","(707.14795, 607.97296)","(707.14514, 607.9709)","(707.14404, 607.97327)","(707.14734, 607.97314)","(707.14246, 607.97314)","(707.14087, 607.97577)","(707.1412, 607.97577)","(707.1434, 607.9757)"
411,"(756.26874, 278.48062)","(756.2696, 278.48236)","(756.27057, 278.4879)","(756.2727, 278.4822)","(756.27515, 278.4774)","(756.27545, 278.47595)","(756.27606, 278.4752)","(756.27496, 278.47617)","(756.2725, 278.4803)","(756.26996, 278.47922)"
412,"(1147.3378, 772.02106)","(1147.3395, 772.01843)","(1147.3413, 772.0174)","(1147.3549, 772.0193)","(1147.3446, 772.01337)","(1147.3446, 772.01337)","(1147.3446, 772.01337)","(1147.3446, 772.01337)","(1147.3452, 772.0134)","(1147.3408, 772.01355)"
413,"(814.4353, 143.10535)","(814.44025, 143.10806)","(814.43365, 143.10724)","(814.44446, 143.11475)","(814.4303, 143.11073)","(814.4207, 143.11687)","(814.41296, 143.11967)","(814.40967, 143.13684)","(814.3951, 143.13467)","(814.3864, 143.13177)"
414,"(477.08295, 627.21313)","(477.05524, 627.3166)","(477.02237, 627.4101)","(476.99426, 627.498)","(476.9888, 627.556)","(476.97726, 627.61646)","(476.96646, 627.6758)","(476.96625, 627.7373)","(476.91028, 627.7542)","(476.85953, 627.77704)"
415,"(92.7558, 674.62634)","(92.754074, 674.6218)","(92.75467, 674.61896)","(92.755684, 674.61316)","(92.72943, 674.58856)","(92.72009, 674.5646)","(92.70361, 674.545)","(92.695984, 674.517)","(92.69329, 674.51447)","(92.69249, 674.5144)"
416,"(185.1447, 617.3005)","(185.13606, 617.2831)","(185.1257, 617.2664)","(185.11424, 617.2509)","(185.08635, 617.24384)","(185.05144, 617.2454)","(185.01689, 617.24695)","(184.95891, 617.24225)","(184.44511, 616.8342)","(184.14174, 616.31)"
417,"(856.8622, 553.5341)","(856.85284, 553.5304)","(856.84796, 553.52997)","(856.8283, 553.52826)","(856.82794, 553.53156)","(856.82526, 553.5331)","(856.82434, 553.53534)","(856.8206, 553.5378)","(856.8048, 553.53937)","(856.79004, 553.54126)"
418,"(693.92285, 683.82275)","(693.92377, 683.8239)","(693.9242, 683.82416)","(693.9243, 683.8243)","(693.92456, 683.8214)","(693.9201, 683.82355)","(693.9162, 683.82654)","(693.90753, 683.8225)","(693.90765, 683.82227)","(693.90857, 683.82336)"
419,"(141.00865, 765.0095)","(141.00862, 765.00946)","(141.00877, 765.00934)","(141.00337, 765.0213)","(141.0034, 765.02136)","(141.00351, 765.02124)","(141.00351, 765.0214)","(141.0035, 765.0215)","(141.00276, 765.0218)","(141.0017, 765.0226)"
420,"(754.30347, 388.79645)","(754.3088, 388.79816)","(754.3109, 388.79788)","(754.3189, 388.80096)","(754.3196, 388.7882)","(754.3208, 388.7809)","(754.3202, 388.77405)","(754.3217, 388.7724)","(754.3163, 388.7568)","(754.2989, 388.73752)"
421,"(286.28946, 124.87246)","(286.3445, 125.044304)","(286.26337, 125.611496)","(286.2674, 125.60246)","(286.25522, 125.61235)","(286.22806, 125.61897)","(286.22052, 125.60911)","(286.1968, 125.48879)","(286.1936, 125.44672)","(286.19186, 125.40336)"
422,"(752.5779, 284.02118)","(752.5784, 284.02203)","(752.58026, 284.02838)","(752.5817, 284.02737)","(752.5871, 284.02682)","(752.5879, 284.02542)","(752.5897, 284.0243)","(752.59, 284.02084)","(752.5874, 284.0206)","(752.5826, 284.01736)"
423,"(292.33444, 89.88654)","(292.32855, 89.89245)","(292.3254, 89.88984)","(292.32538, 89.897865)","(292.3249, 89.89797)","(292.31985, 89.894714)","(292.3183, 89.89327)","(292.3126, 89.890076)","(292.30438, 89.91428)","(292.2937, 89.93221)"
424,"(79.07411, 114.46378)","(79.07433, 114.466515)","(79.0771, 114.46573)","(79.07785, 114.46649)","(79.073364, 114.46865)","(79.069145, 114.46992)","(79.07669, 114.471146)","(79.082016, 114.47463)","(79.082855, 114.48054)","(79.082115, 114.48053)"
425,"(1030.5673, 327.78442)","(1030.5674, 327.84)","(1030.5739, 327.89957)","(1030.5544, 327.97467)","(1030.5615, 327.9714)","(1030.5626, 327.98157)","(1030.5596, 327.98874)","(1030.5515, 328.00668)","(1030.5537, 328.00375)","(1030.553, 328.00644)"
426,"(166.01889, 511.5401)","(167.27765, 511.5596)","(168.20026, 511.62766)","(168.19972, 511.62405)","(168.20424, 511.60672)","(168.21217, 511.615)","(168.22997, 511.60577)","(168.24162, 511.6059)","(168.25209, 511.6029)","(168.27798, 511.59637)"
427,"(124.87011, 125.67223)","(124.84164, 125.66668)","(124.8191, 125.66125)","(124.79388, 125.661095)","(124.77674, 125.67209)","(124.772644, 125.68132)","(124.75247, 125.68498)","(124.73852, 125.72825)","(124.7009, 125.75959)","(124.66055, 125.790306)"
428,"(716.5696, 441.4976)","(716.5772, 441.5052)","(716.58215, 441.51416)","(716.5975, 441.51947)","(716.59344, 441.52338)","(716.59314, 441.52713)","(716.589, 441.52875)","(716.5929, 441.532)","(716.5674, 441.56558)","(716.3007, 441.39676)"
429,"(166.47205, 119.64236)","(166.5257, 119.67573)","(166.56134, 119.697426)","(166.61559, 119.72551)","(166.61696, 119.71903)","(166.61487, 119.71716)","(166.61665, 119.712975)","(166.61472, 119.711174)","(166.61595, 119.71073)","(166.61818, 119.709526)"
430,"(1062.329, 522.11914)","(1062.3286, 522.1415)","(1062.3301, 522.14966)","(1062.3289, 522.1738)","(1062.3351, 522.17474)","(1062.3348, 522.17847)","(1062.3374, 522.1789)","(1062.3347, 522.191)","(1062.3359, 522.1921)","(1062.3376, 522.1926)"
431,"(159.50856, 115.90089)","(159.54968, 115.88959)","(159.57635, 115.88298)","(159.62146, 115.8766)","(159.62462, 115.85982)","(159.62492, 115.84691)","(159.62814, 115.83363)","(159.62831, 115.82358)","(159.62914, 115.82154)","(159.62859, 115.819855)"
432,"(723.3877, 676.79474)","(723.3924, 676.81354)","(723.3927, 676.8282)","(723.39343, 676.8409)","(723.3891, 676.82874)","(723.38947, 676.81494)","(723.38776, 676.7997)","(723.3909, 676.7917)","(723.39624, 676.7935)","(723.3999, 676.7936)"
433,"(862.556, 676.68427)","(863.21063, 676.7454)","(863.216, 676.7676)","(863.16144, 676.76685)","(863.1779, 676.7739)","(863.1952, 676.77435)","(863.2129, 676.77765)","(863.228, 676.77094)","(863.24036, 676.7708)","(863.2439, 676.7687)"
434,"(619.3094, 512.6896)","(619.33966, 512.74426)","(619.3586, 512.7996)","(619.4147, 512.8609)","(619.4182, 512.8951)","(619.44037, 512.9353)","(619.44617, 512.9811)","(619.47296, 513.0261)","(619.4817, 513.0641)","(619.52795, 513.1051)"
435,"(992.7705, 313.8918)","(992.7659, 313.88507)","(992.75665, 313.8856)","(992.7544, 313.8802)","(992.75684, 313.8872)","(992.75275, 313.89398)","(992.7535, 313.90558)","(992.75146, 313.9113)","(992.7509, 313.91205)","(992.7512, 313.91278)"
436,"(854.8819, 641.51263)","(854.74493, 641.501)","(854.4059, 641.46857)","(854.2862, 641.4958)","(854.2838, 641.4658)","(854.2818, 641.4599)","(854.27594, 641.4426)","(854.2709, 641.44824)","(854.2685, 641.42773)","(854.2684, 641.42194)"
437,"(31.68882, 512.4962)","(31.714834, 512.5191)","(31.738289, 512.53455)","(31.76582, 512.56055)","(31.812452, 512.58594)","(31.863789, 512.6194)","(31.893408, 512.6547)","(31.922525, 512.6996)","(32.005974, 512.7599)","(31.970558, 512.8075)"
438,"(387.0979, 583.7701)","(387.09967, 583.7561)","(387.1022, 583.7427)","(387.10162, 583.7372)","(387.10416, 583.717)","(387.1035, 583.7125)","(387.10852, 583.7046)","(387.1063, 583.7083)","(387.0956, 583.723)","(387.0961, 583.72864)"
439,"(849.84656, 286.8023)","(849.7487, 287.07294)","(849.6416, 287.52292)","(849.5836, 287.71387)","(849.5763, 287.88403)","(849.39624, 288.20877)","(849.8257, 288.56598)","(848.6016, 288.56354)","(848.5758, 288.55957)","(848.54675, 288.5537)"
440,"(1125.9922, 193.12193)","(1126.0175, 193.1183)","(1126.0355, 193.11118)","(1126.052, 193.09805)","(1126.0648, 193.08534)","(1126.0719, 193.08084)","(1126.0845, 193.07332)","(1126.0854, 193.0764)","(1126.0825, 193.08116)","(1126.0809, 193.07999)"
441,"(879.9846, 199.56395)","(879.9853, 199.56194)","(879.9878, 199.55128)","(879.9944, 199.55057)","(879.97406, 199.5441)","(879.95575, 199.54759)","(879.9362, 199.54527)","(879.92395, 199.55125)","(879.92334, 199.55278)","(879.9246, 199.55069)"
442,"(489.6859, 146.19704)","(489.68863, 146.19533)","(489.68808, 146.19579)","(489.69238, 146.19536)","(489.6817, 146.18233)","(489.6811, 146.17297)","(489.6819, 146.15657)","(489.68796, 146.15286)","(489.68274, 146.1499)","(489.69025, 146.14981)"
443,"(315.74298, 339.86075)","(315.7395, 339.86813)","(315.73782, 339.8719)","(315.73767, 339.88654)","(315.7432, 339.87393)","(315.73984, 339.87424)","(315.74197, 339.86816)","(315.73987, 339.86874)","(315.74054, 339.8686)","(315.74002, 339.86783)"
444,"(254.95775, 92.882256)","(254.95752, 92.87876)","(254.94753, 92.87106)","(254.94868, 92.86223)","(254.93272, 92.86686)","(254.91673, 92.87802)","(254.90405, 92.88997)","(254.88972, 92.89927)","(254.88364, 92.89688)","(254.87381, 92.896515)"
445,"(27.037107, 514.3043)","(27.064096, 514.3259)","(27.089954, 514.3417)","(27.116798, 514.36865)","(27.165224, 514.37976)","(27.215563, 514.40076)","(27.24417, 514.4197)","(27.273975, 514.45746)","(27.3339, 514.50964)","(27.316298, 514.5371)"
446,"(856.7028, 577.7132)","(856.709, 577.7065)","(856.7097, 577.7075)","(856.7141, 577.6943)","(856.7057, 577.69183)","(856.70435, 577.6923)","(856.7041, 577.6929)","(856.70496, 577.6919)","(856.7062, 577.6918)","(856.7079, 577.69165)"
447,"(572.62146, 221.61111)","(572.6275, 221.60625)","(572.6311, 221.60252)","(572.6448, 221.59984)","(572.64294, 221.59933)","(572.63715, 221.5976)","(572.6351, 221.59901)","(572.6295, 221.60599)","(572.62994, 221.60799)","(572.63, 221.60797)"
448,"(709.444, 517.40674)","(709.4146, 517.40076)","(709.38727, 517.39453)","(709.37134, 517.39954)","(709.3557, 517.401)","(709.3358, 517.3994)","(709.3145, 517.3965)","(709.2914, 517.396)","(709.2649, 517.3816)","(709.2385, 517.3704)"
449,"(855.01416, 522.10614)","(854.9902, 522.09454)","(854.96405, 522.09076)","(854.94324, 522.0795)","(854.9102, 522.09564)","(854.87427, 522.10144)","(854.8455, 522.12164)","(854.81195, 522.11926)","(854.8113, 522.118)","(854.80756, 522.11395)"
450,"(800.86896, 522.29083)","(800.8682, 522.29114)","(800.86786, 522.2918)","(800.8679, 522.2906)","(800.86694, 522.2908)","(800.8675, 522.2903)","(800.8675, 522.2905)","(800.8668, 522.28925)","(800.8668, 522.2893)","(800.8667, 522.28925)"
451,"(576.70105, 282.40536)","(577.1548, 282.4002)","(577.48364, 282.31326)","(577.4805, 282.30487)","(577.5042, 282.19125)","(577.51733, 282.02777)","(577.5362, 281.86212)","(577.5497, 281.7014)","(577.57404, 281.63196)","(577.59283, 281.5524)"
452,"(839.2358, 385.4107)","(839.2451, 385.39764)","(839.2573, 385.391)","(839.25696, 385.3722)","(839.2936, 385.36047)","(839.33075, 385.34024)","(839.36444, 385.32782)","(839.39734, 385.31027)","(839.3931, 385.30823)","(839.39575, 385.30927)"
453,"(798.66974, 125.51674)","(798.6718, 125.50025)","(798.66724, 125.47566)","(798.6691, 125.46034)","(798.6725, 125.43536)","(798.67413, 125.423355)","(798.6783, 125.40487)","(798.6772, 125.390305)","(798.6801, 125.38098)","(798.6832, 125.37867)"
454,"(776.3952, 579.7121)","(776.3921, 579.6855)","(776.38257, 579.6614)","(776.37976, 579.632)","(776.3628, 579.6047)","(776.3544, 579.58875)","(776.3389, 579.56366)","(776.33545, 579.55347)","(776.33734, 579.5548)","(776.33344, 579.5507)"
455,"(842.91455, 29.195045)","(842.91724, 29.194092)","(842.91815, 29.196796)","(842.91595, 29.202652)","(842.9137, 29.202175)","(842.914, 29.196926)","(842.91376, 29.198883)","(842.9141, 29.197334)","(842.91046, 29.192968)","(842.9057, 29.197294)"
456,"(98.92675, 253.00298)","(98.89283, 253.14731)","(98.87365, 253.21812)","(98.86842, 253.28214)","(95.40217, 252.61559)","(98.669136, 247.33066)","(99.250694, 243.49771)","(100.02313, 234.96745)","(100.941666, 232.05472)","(101.14461, 229.48691)"
457,"(92.141716, 221.3923)","(92.13716, 221.41573)","(92.1359, 221.44142)","(92.131546, 221.45634)","(92.09192, 221.54608)","(92.04444, 221.61208)","(92.06555, 221.70906)","(92.09511, 221.83238)","(92.210335, 222.00417)","(92.493996, 221.70615)"
458,"(695.006, 488.67874)","(695.0015, 488.6887)","(695.00745, 488.68573)","(695.0011, 488.7004)","(695.00305, 488.69073)","(695.00085, 488.68372)","(694.999, 488.67648)","(694.992, 488.6801)","(694.99225, 488.6802)","(694.9943, 488.68622)"
459,"(1071.7963, 105.17432)","(1071.7959, 105.17579)","(1071.7953, 105.17494)","(1071.7964, 105.17574)","(1071.797, 105.175514)","(1071.7975, 105.17693)","(1071.798, 105.17778)","(1071.7972, 105.17682)","(1071.8005, 105.14044)","(1071.8273, 105.13675)"
460,"(407.9277, 768.01105)","(407.92648, 768.01276)","(407.92737, 768.0119)","(407.92825, 768.02936)","(407.92746, 768.012)","(407.92697, 768.0123)","(407.929, 768.011)","(407.9269, 768.01276)","(407.9268, 768.0128)","(407.9268, 768.0128)"
461,"(1090.7726, 475.60623)","(1090.77, 475.60513)","(1090.7699, 475.60715)","(1090.774, 475.60825)","(1090.7782, 475.61017)","(1090.7782, 475.61078)","(1090.7794, 475.61087)","(1090.7758, 475.60886)","(1090.7769, 475.60895)","(1090.7772, 475.60965)"
462,"(1024.1057, 251.48563)","(1024.1735, 251.71541)","(1024.6631, 252.08669)","(1024.8055, 252.52931)","(1025.1449, 252.78346)","(1025.6692, 253.34799)","(1025.9597, 253.63092)","(1026.3672, 254.0972)","(1026.563, 254.33159)","(1026.7852, 254.54616)"
463,"(227.3552, 312.0732)","(227.35329, 312.07764)","(227.34756, 312.07645)","(227.34425, 312.08292)","(227.36884, 312.0812)","(227.38004, 312.08368)","(227.40439, 312.08743)","(227.42087, 312.08414)","(227.41747, 312.08432)","(227.41869, 312.08432)"
464,"(97.0628, 116.454506)","(97.00171, 116.43298)","(96.95178, 116.405235)","(96.9091, 116.379364)","(96.861664, 116.36168)","(96.82273, 116.34874)","(96.789795, 116.32948)","(96.77148, 116.31207)","(96.77003, 116.32126)","(96.76691, 116.331764)"
465,"(526.4671, 221.27151)","(526.4712, 221.28856)","(526.46814, 221.30528)","(526.4736, 221.32591)","(526.4735, 221.31963)","(526.47327, 221.3166)","(526.47107, 221.3121)","(526.47516, 221.3074)","(526.4826, 221.30664)","(526.4925, 221.30766)"
466,"(484.13956, 603.69305)","(484.12228, 603.71436)","(484.11166, 603.73474)","(484.09222, 603.7638)","(484.0932, 603.7543)","(484.09525, 603.7608)","(484.09625, 603.76746)","(484.09714, 603.7766)","(484.09726, 603.78467)","(484.09476, 603.79114)"
467,"(773.69244, 126.98087)","(773.6862, 126.9822)","(773.6931, 126.96423)","(773.68945, 126.96823)","(773.6931, 126.96193)","(773.68677, 126.96301)","(773.6832, 126.95828)","(773.68225, 126.96668)","(773.67975, 126.95759)","(773.67957, 126.95823)"
468,"(66.92169, 606.4693)","(66.8965, 606.46906)","(66.872665, 606.46606)","(66.85707, 606.4554)","(66.84461, 606.44635)","(66.82794, 606.4428)","(66.809525, 606.43567)","(66.7897, 606.43005)","(66.792816, 606.42346)","(66.79715, 606.4091)"
469,"(807.60095, 140.59259)","(807.6013, 140.59616)","(807.6018, 140.59999)","(807.5981, 140.60677)","(807.59503, 140.59912)","(807.58905, 140.60309)","(807.5895, 140.60504)","(807.5844, 140.61217)","(807.58203, 140.61649)","(807.57587, 140.61845)"
470,"(67.79046, 18.03429)","(67.612335, 18.018448)","(67.55238, 18.0401)","(67.50299, 18.076)","(67.48102, 18.066315)","(67.45017, 18.055248)","(67.42806, 18.050407)","(67.39647, 18.039)","(67.35483, 18.034193)","(67.32182, 18.030018)"
471,"(806.1019, 576.28595)","(806.102, 576.2833)","(806.099, 576.28094)","(806.10565, 576.27625)","(806.107, 576.27423)","(806.10834, 576.2728)","(806.1099, 576.2718)","(806.11115, 576.27057)","(806.0964, 576.2754)","(806.09406, 576.2773)"
472,"(902.49445, 146.32689)","(902.4882, 146.31929)","(902.4836, 146.31503)","(902.4737, 146.304)","(902.595, 146.2929)","(902.7167, 146.28465)","(902.84216, 146.27063)","(902.9819, 146.26405)","(903.1087, 146.2586)","(903.2117, 146.25072)"
473,"(318.4115, 317.29657)","(318.41333, 317.308)","(318.42148, 317.32315)","(318.42587, 317.34467)","(318.42972, 317.3365)","(318.4441, 317.32788)","(318.43146, 317.3325)","(318.41705, 317.33575)","(318.4165, 317.33542)","(318.4179, 317.33762)"
474,"(1087.0787, 484.73917)","(1087.0834, 484.74103)","(1087.0823, 484.74423)","(1087.0846, 484.74292)","(1087.0815, 484.74298)","(1087.0815, 484.74545)","(1087.0813, 484.74445)","(1087.0813, 484.74323)","(1087.0806, 484.7416)","(1087.08, 484.74066)"
475,"(383.4172, 317.26886)","(383.42224, 317.27188)","(383.42636, 317.2825)","(383.43103, 317.28876)","(383.4193, 317.28613)","(383.40747, 317.2832)","(383.39603, 317.2818)","(383.39633, 317.28088)","(383.37802, 317.28323)","(383.364, 317.29575)"
476,"(1160.2838, 67.790764)","(1160.2876, 67.78533)","(1160.2974, 67.7751)","(1160.2969, 67.769485)","(1160.3036, 67.75423)","(1160.3082, 67.74625)","(1160.319, 67.728546)","(1160.324, 67.72702)","(1160.3169, 67.72592)","(1160.271, 67.713455)"
477,"(463.03595, 121.80157)","(463.03897, 121.800735)","(463.02798, 121.8042)","(463.03198, 121.801895)","(463.03162, 121.807915)","(463.02563, 121.810875)","(463.0168, 121.81381)","(463.00668, 121.81442)","(463.00555, 121.812546)","(463.00522, 121.81259)"
