,0,1,2,3,4,5,6,7,8,9
0,"(564.3678, 436.7328)","(564.3588, 436.72424)","(564.35535, 436.71228)","(564.34625, 436.70554)","(564.34546, 436.71127)","(564.3495, 436.71268)","(564.3479, 436.71304)","(564.344, 436.71118)","(564.3439, 436.7121)","(564.3439, 436.71338)"
1,"(902.70026, 528.3942)","(902.7097, 528.4098)","(902.7163, 528.4319)","(902.72754, 528.4495)","(902.727, 528.444)","(902.7334, 528.4402)","(902.7412, 528.4338)","(902.7425, 528.4297)","(902.74023, 528.4244)","(902.73944, 528.41956)"
2,"(838.829, 549.03754)","(838.8465, 548.99066)","(838.86096, 548.9415)","(838.88086, 548.89667)","(838.8892, 548.8819)","(838.906, 548.8604)","(838.9218, 548.84674)","(838.9407, 548.82574)","(838.9396, 548.8195)","(838.9394, 548.8125)"
3,"(540.9954, 352.02145)","(541.0703, 352.09503)","(541.1334, 352.16162)","(541.2028, 352.22507)","(541.2064, 352.23502)","(541.207, 352.2419)","(541.206, 352.24283)","(541.21014, 352.24515)","(541.23236, 352.24518)","(541.2587, 352.2436)"
4,"(541.43524, 465.22977)","(541.4339, 465.22986)","(541.433, 465.23114)","(541.42896, 465.2318)","(541.427, 465.2328)","(541.4265, 465.23264)","(541.4265, 465.234)","(541.42474, 465.23367)","(541.4259, 465.23376)","(541.4267, 465.23264)"
5,"(707.9701, 160.80843)","(707.96735, 160.8002)","(707.96344, 160.79225)","(707.9641, 160.79654)","(707.96545, 160.79382)","(707.9657, 160.79126)","(707.96454, 160.78497)","(707.96643, 160.788)","(707.96643, 160.78159)","(707.9712, 160.77719)"
6,"(464.51437, 513.37616)","(464.58243, 513.35333)","(464.4569, 513.37964)","(464.33972, 513.3981)","(464.38766, 513.38257)","(464.4404, 513.3688)","(464.3183, 513.37756)","(464.2063, 513.39453)","(464.34448, 513.36835)","(464.1907, 513.37744)"
7,"(649.47015, 637.41693)","(649.45465, 637.40533)","(649.44116, 637.3932)","(649.4225, 637.3907)","(649.4032, 637.38745)","(649.3849, 637.38885)","(649.3667, 637.39105)","(649.34924, 637.3996)","(649.3413, 637.39655)","(649.3378, 637.39136)"
8,"(604.06006, 346.0403)","(604.0592, 346.0453)","(604.06085, 346.05115)","(604.06024, 346.0544)","(604.064, 346.06302)","(604.0688, 346.0678)","(604.07166, 346.073)","(604.07385, 346.0731)","(604.07385, 346.0731)","(604.0738, 346.07303)"
9,"(1023.1187, 543.97345)","(1023.1468, 543.8957)","(1023.17017, 543.8186)","(1023.1856, 543.744)","(1023.1922, 543.6828)","(1023.19574, 543.62634)","(1023.1936, 543.5626)","(1023.197, 543.50323)","(1023.2001, 543.4933)","(1023.2024, 543.4876)"
10,"(334.37534, 519.78375)","(334.38248, 519.78906)","(334.3799, 519.78656)","(334.38858, 519.79095)","(334.3837, 519.7867)","(334.38483, 519.78894)","(334.38385, 519.78894)","(334.38727, 519.79)","(334.3831, 519.7902)","(334.38565, 519.7903)"
11,"(249.94385, 219.08754)","(249.9429, 219.0908)","(249.944, 219.0923)","(249.94267, 219.09976)","(249.94498, 219.0934)","(249.94768, 219.09557)","(249.9504, 219.09926)","(249.95152, 219.09961)","(249.93726, 219.11012)","(249.91225, 219.12122)"
12,"(674.04364, 470.29816)","(674.0448, 470.30005)","(674.0466, 470.29782)","(674.0488, 470.30304)","(674.04144, 470.30167)","(674.03546, 470.2953)","(674.03064, 470.29745)","(674.023, 470.29913)","(674.0231, 470.29828)","(674.0231, 470.2976)"
13,"(650.1801, 453.23825)","(650.1778, 453.23068)","(650.17975, 453.22546)","(650.17706, 453.22086)","(650.1781, 453.21997)","(650.1779, 453.21918)","(650.17847, 453.21982)","(650.1779, 453.21985)","(650.1689, 453.1843)","(650.16766, 453.1449)"
14,"(638.33563, 638.9472)","(638.2466, 638.98016)","(638.1269, 638.94904)","(638.0466, 639.0507)","(637.96783, 639.1419)","(637.8994, 639.2221)","(637.8323, 639.3069)","(637.7687, 639.3896)","(637.78503, 639.4134)","(637.82275, 639.434)"
15,"(815.23035, 564.14667)","(815.2815, 564.1086)","(815.33685, 564.0721)","(815.3916, 564.0267)","(815.43506, 563.9959)","(815.483, 563.9643)","(815.5352, 563.9332)","(815.57263, 563.9072)","(815.6295, 563.8739)","(815.6822, 563.8372)"
16,"(997.01886, 288.09332)","(997.0231, 288.0918)","(997.0266, 288.09317)","(997.0256, 288.09244)","(997.028, 288.1)","(997.03076, 288.1022)","(997.0335, 288.10733)","(997.03796, 288.10556)","(997.03284, 288.10822)","(997.03375, 288.106)"
17,"(611.02826, 235.84164)","(611.027, 235.84406)","(611.0257, 235.84708)","(611.0256, 235.84691)","(611.01886, 235.83957)","(611.01685, 235.83218)","(611.013, 235.82805)","(611.013, 235.82277)","(611.0133, 235.82295)","(611.01306, 235.82265)"
18,"(538.4004, 644.72754)","(538.3417, 644.74335)","(538.2794, 644.75934)","(538.21027, 644.763)","(538.0689, 644.7933)","(537.92194, 644.8208)","(537.7805, 644.854)","(537.65936, 644.88885)","(537.5602, 644.8983)","(537.4631, 644.8991)"
19,"(538.3819, 527.569)","(538.36847, 527.61884)","(538.3572, 527.67535)","(538.34717, 527.7259)","(538.2789, 527.75354)","(538.2128, 527.7817)","(538.1926, 527.85443)","(538.07336, 527.8438)","(538.0552, 527.86145)","(538.0357, 527.88116)"
20,"(313.59933, 604.04065)","(313.59726, 604.0555)","(313.5959, 604.06616)","(313.5977, 604.0786)","(313.59427, 604.07623)","(314.21707, 602.94495)","(314.0832, 602.4496)","(313.92566, 602.4887)","(313.88354, 602.58624)","(313.8575, 602.6507)"
21,"(905.66315, 325.0447)","(905.66315, 325.04443)","(905.66144, 325.04654)","(905.65936, 325.04642)","(905.66437, 325.0526)","(905.66766, 325.06696)","(905.6718, 325.0712)","(905.67645, 325.08298)","(905.6748, 325.08606)","(905.67773, 325.083)"
22,"(815.807, 618.5699)","(815.80304, 618.58673)","(815.7942, 618.59155)","(815.79944, 618.6174)","(815.7997, 618.6174)","(815.7998, 618.6172)","(815.7998, 618.61725)","(815.7998, 618.61725)","(815.7974, 618.60394)","(815.79517, 618.6092)"
23,"(360.94815, 515.1794)","(360.9607, 515.1769)","(360.97366, 515.1745)","(360.98825, 515.1715)","(360.98413, 515.17163)","(360.98053, 515.1764)","(360.97736, 515.1768)","(360.97052, 515.1813)","(360.97586, 515.1851)","(360.98343, 515.1933)"
24,"(897.28894, 335.18878)","(897.29333, 335.18716)","(897.29614, 335.1826)","(897.2997, 335.1834)","(897.31213, 335.19556)","(897.3202, 335.2074)","(897.33057, 335.21698)","(897.33563, 335.22284)","(897.3334, 335.22308)","(897.33575, 335.22275)"
25,"(532.73254, 458.10065)","(532.7324, 458.1007)","(532.7327, 458.10004)","(532.73114, 458.10034)","(532.73425, 458.0995)","(532.73474, 458.0993)","(532.7356, 458.0995)","(532.73486, 458.0999)","(532.73505, 458.0998)","(532.73456, 458.0999)"
26,"(355.40207, 641.2312)","(355.41315, 641.229)","(355.42245, 641.2248)","(355.43594, 641.2246)","(355.44006, 641.22437)","(355.4405, 641.22406)","(355.44083, 641.2241)","(355.438, 641.2236)","(355.43924, 641.2287)","(355.43893, 641.2329)"
27,"(804.84064, 709.041)","(804.8409, 709.0409)","(804.84094, 709.0403)","(804.8411, 709.04083)","(804.84033, 709.0398)","(804.8408, 709.0397)","(804.8402, 709.0399)","(804.8396, 709.0401)","(804.8347, 709.0418)","(804.83453, 709.0413)"
28,"(313.86978, 331.2765)","(313.87082, 331.27716)","(313.8701, 331.2758)","(313.86868, 331.27374)","(313.87207, 331.27777)","(313.8744, 331.28122)","(313.88184, 331.28528)","(313.88144, 331.2861)","(313.8812, 331.28793)","(313.88098, 331.28537)"
29,"(462.5404, 734.6342)","(462.54706, 734.6338)","(462.54794, 734.63556)","(462.55292, 734.63684)","(462.55292, 734.63684)","(462.5525, 734.6372)","(462.5525, 734.6372)","(462.5525, 734.6372)","(462.55222, 734.6373)","(462.55222, 734.6373)"
30,"(619.93726, 220.84647)","(619.9552, 220.8402)","(619.97595, 220.82738)","(620.00256, 220.82898)","(620.0132, 220.8123)","(620.0258, 220.81076)","(620.0365, 220.80438)","(620.04877, 220.80513)","(620.04865, 220.80241)","(620.05817, 220.809)"
31,"(92.14134, 365.1014)","(92.1415, 365.10315)","(92.14235, 365.10388)","(92.14358, 365.1031)","(92.14186, 365.1035)","(92.14067, 365.10373)","(92.14103, 365.1026)","(92.139244, 365.1027)","(92.13967, 365.10272)","(92.13929, 365.10428)"
32,"(147.90135, 441.26877)","(147.87488, 441.19293)","(147.85857, 441.1198)","(147.83981, 441.0445)","(147.82726, 440.97403)","(147.80829, 440.89383)","(147.79628, 440.8284)","(147.77058, 440.7541)","(147.77525, 440.7131)","(147.777, 440.66745)"
33,"(674.7954, 276.98074)","(674.7917, 276.98956)","(674.7889, 276.99652)","(674.7835, 277.00168)","(674.7824, 277.00137)","(674.78284, 276.99783)","(674.77997, 276.9949)","(674.78156, 276.99908)","(674.78143, 277.00195)","(674.7821, 277.00766)"
34,"(62.01403, 542.335)","(62.014015, 542.3353)","(62.018314, 542.3382)","(62.018112, 542.3392)","(62.00679, 542.3304)","(61.99535, 542.3224)","(61.980675, 542.31134)","(61.968163, 542.303)","(61.968006, 542.301)","(61.96777, 542.3019)"
35,"(1039.3224, 320.4943)","(1039.338, 320.50912)","(1039.3488, 320.5363)","(1039.361, 320.5607)","(1039.3496, 320.57996)","(1039.3438, 320.5904)","(1039.3324, 320.6131)","(1039.3214, 320.6297)","(1039.3223, 320.62946)","(1039.3226, 320.63037)"
36,"(608.4291, 605.64166)","(608.4314, 605.65063)","(608.42975, 605.66266)","(608.4313, 605.67334)","(608.43604, 605.675)","(608.4406, 605.6801)","(608.4458, 605.685)","(608.4519, 605.6907)","(608.4514, 605.70447)","(608.4533, 605.72614)"
37,"(904.4969, 666.8525)","(904.5036, 666.84186)","(904.51196, 666.83545)","(904.51764, 666.82776)","(904.51636, 666.82745)","(904.5103, 666.8333)","(904.5053, 666.8355)","(904.50525, 666.8389)","(904.5062, 666.83936)","(904.5078, 666.8393)"
38,"(510.80258, 187.23997)","(510.81052, 187.2446)","(510.82196, 187.24927)","(510.83023, 187.25478)","(510.82916, 187.24832)","(510.8382, 187.24196)","(510.84134, 187.23769)","(510.84882, 187.23312)","(510.86267, 187.2323)","(510.87244, 187.23169)"
39,"(548.86206, 730.7498)","(548.8621, 730.7498)","(548.86206, 730.75)","(548.8621, 730.75116)","(548.8618, 730.751)","(548.86194, 730.75104)","(548.86194, 730.75116)","(548.86206, 730.75116)","(548.86127, 730.7501)","(548.8619, 730.75037)"
40,"(275.12634, 570.27356)","(275.11996, 570.2714)","(275.11676, 570.2669)","(275.10355, 570.26685)","(275.09958, 570.26056)","(275.0857, 570.2597)","(275.08533, 570.2565)","(275.0675, 570.26135)","(275.0707, 570.2579)","(275.071, 570.25446)"
41,"(426.84518, 360.31738)","(426.8749, 360.35428)","(426.9, 360.39328)","(426.92288, 360.4316)","(426.94208, 360.41495)","(426.9606, 360.40506)","(426.97818, 360.38898)","(426.998, 360.3791)","(427.03336, 360.4027)","(427.05103, 360.44043)"
42,"(619.83606, 662.575)","(619.8358, 663.4486)","(619.6023, 663.2975)","(619.4742, 663.8608)","(619.518, 663.9835)","(619.70654, 664.18567)","(619.88153, 664.2759)","(620.1312, 664.31537)","(620.11316, 664.3857)","(620.1347, 664.4381)"
43,"(723.10266, 706.069)","(723.1012, 706.06995)","(723.10156, 706.0692)","(723.10297, 706.0696)","(723.10406, 706.0696)","(723.10455, 706.0696)","(723.10455, 706.06934)","(723.1039, 706.06946)","(723.10266, 706.06946)","(723.1028, 706.0695)"
44,"(484.95874, 277.29733)","(484.96307, 277.29205)","(484.96884, 277.2854)","(484.9756, 277.27103)","(484.97208, 277.27676)","(484.97125, 277.27545)","(484.96945, 277.27673)","(484.9779, 277.27487)","(484.97308, 277.2771)","(484.97418, 277.27765)"
45,"(700.6502, 366.76352)","(700.65424, 366.84)","(700.67645, 366.89902)","(700.55963, 367.09064)","(700.1343, 364.8162)","(699.9829, 360.84683)","(700.2596, 360.71997)","(700.3174, 360.73218)","(700.32715, 360.7897)","(700.3286, 360.83994)"
46,"(543.0228, 739.9958)","(543.02814, 739.9964)","(543.0275, 739.9972)","(543.03436, 739.99567)","(543.03436, 739.9956)","(543.03436, 739.9956)","(543.03436, 739.9956)","(543.0343, 739.99554)","(543.0337, 739.99524)","(543.0337, 739.99524)"
47,"(673.1533, 422.82938)","(673.1534, 422.84012)","(673.1533, 422.85263)","(673.149, 422.86566)","(673.151, 422.86142)","(673.15204, 422.859)","(673.1527, 422.85922)","(673.153, 422.85547)","(673.15234, 422.8556)","(673.1518, 422.85583)"
48,"(569.16565, 349.59827)","(569.15753, 349.61447)","(569.1544, 349.61078)","(569.14825, 349.62146)","(569.1413, 349.62238)","(569.133, 349.62228)","(569.1229, 349.62137)","(569.1133, 349.61646)","(569.1142, 349.61713)","(569.1139, 349.61908)"
49,"(713.95026, 724.04974)","(713.94836, 724.0546)","(713.94824, 724.05444)","(713.94684, 724.0589)","(713.94745, 724.0568)","(713.9468, 724.056)","(713.94653, 724.0556)","(713.9457, 724.0563)","(713.9459, 724.0564)","(713.9457, 724.0569)"
50,"(448.90744, 330.92194)","(448.83475, 330.88293)","(448.5145, 330.68045)","(448.299, 330.65814)","(448.11758, 330.56085)","(447.91043, 330.45377)","(447.74155, 330.4022)","(447.59637, 330.3497)","(447.55533, 330.35617)","(447.52625, 330.36087)"
51,"(452.66376, 415.81882)","(452.6647, 415.818)","(452.6588, 415.8169)","(452.65875, 415.82205)","(452.65927, 415.82086)","(452.66568, 415.82022)","(452.66443, 415.81958)","(452.6674, 415.81943)","(452.6711, 415.8205)","(452.67007, 415.82043)"
52,"(639.07, 419.08218)","(639.0818, 419.08862)","(639.08826, 419.09177)","(639.1019, 419.1056)","(639.08844, 419.09152)","(639.09, 419.09146)","(639.08374, 419.0892)","(639.0848, 419.0881)","(639.0803, 419.08545)","(639.0664, 419.0836)"
53,"(415.97028, 716.0484)","(415.97043, 716.04865)","(415.97083, 716.04913)","(415.9726, 716.0502)","(415.97067, 716.04895)","(415.97067, 716.04913)","(415.97067, 716.049)","(415.9706, 716.04926)","(415.97055, 716.0491)","(415.9705, 716.049)"
54,"(485.06018, 575.2043)","(485.0538, 575.20374)","(485.05072, 575.1977)","(485.04288, 575.19293)","(485.0422, 575.18677)","(485.03952, 575.188)","(485.03604, 575.18835)","(485.03195, 575.1877)","(485.03436, 575.18317)","(485.03714, 575.17957)"
55,"(921.3602, 644.46014)","(921.39087, 644.4775)","(921.4179, 644.48987)","(921.44116, 644.5046)","(921.4596, 644.4977)","(921.4707, 644.49646)","(921.4871, 644.4932)","(921.503, 644.48334)","(921.52356, 644.49603)","(921.5403, 644.5083)"
56,"(913.00104, 476.10678)","(912.9981, 476.11594)","(912.9981, 476.1154)","(912.99646, 476.12515)","(912.9959, 476.12512)","(912.9957, 476.12518)","(912.99615, 476.12543)","(912.99603, 476.12527)","(912.9963, 476.12552)","(912.99634, 476.12567)"
57,"(642.3192, 612.5761)","(642.2623, 612.57465)","(642.2027, 612.57294)","(642.1461, 612.5697)","(641.9957, 612.5711)","(641.859, 612.5693)","(641.7247, 612.5736)","(641.6174, 612.5756)","(641.5419, 612.5892)","(641.47943, 612.5992)"
58,"(382.92737, 438.9807)","(382.92792, 438.992)","(382.92325, 438.99875)","(382.92642, 439.01544)","(382.92688, 439.01865)","(382.92545, 439.02307)","(382.9233, 439.02496)","(382.92157, 439.02936)","(382.92035, 439.0321)","(382.9218, 439.0336)"
59,"(607.8714, 340.9199)","(607.8653, 340.92328)","(607.8616, 340.91986)","(607.8586, 340.92355)","(607.86084, 340.92896)","(607.8657, 340.9311)","(607.8682, 340.93262)","(607.87335, 340.9389)","(607.87335, 340.9389)","(607.8733, 340.93893)"
60,"(614.1796, 220.41043)","(614.1908, 220.40324)","(614.20605, 220.39714)","(614.21185, 220.39465)","(614.22815, 220.38579)","(614.23615, 220.38574)","(614.24164, 220.38156)","(614.2444, 220.38284)","(614.24854, 220.38269)","(614.2516, 220.38768)"
61,"(954.60614, 78.54112)","(954.6005, 78.547035)","(954.59576, 78.55227)","(954.5873, 78.55831)","(954.6646, 78.56585)","(954.74347, 78.58795)","(954.8327, 78.592384)","(954.9232, 78.61188)","(954.9632, 78.62233)","(955.0014, 78.63876)"
62,"(609.7735, 333.2296)","(609.7445, 333.2213)","(609.72296, 333.20966)","(609.69775, 333.19827)","(609.6911, 333.20322)","(609.6922, 333.206)","(609.6904, 333.2065)","(609.6926, 333.21115)","(609.6926, 333.21115)","(609.6926, 333.21115)"
63,"(724.7107, 227.25835)","(724.70465, 227.26288)","(724.7025, 227.26157)","(724.69617, 227.26552)","(724.7018, 227.24251)","(724.7089, 227.22893)","(724.71564, 227.2106)","(724.72546, 227.19931)","(724.72504, 227.20111)","(724.72473, 227.20178)"
64,"(1141.247, 550.9655)","(1141.2335, 550.9573)","(1141.2278, 550.9542)","(1141.2173, 550.94366)","(1141.1619, 550.8861)","(1141.1035, 550.82666)","(1141.0438, 550.7695)","(1140.9802, 550.7134)","(1140.9703, 550.66125)","(1140.9585, 550.6119)"
65,"(372.319, 515.47046)","(372.31357, 515.4852)","(372.30948, 515.4934)","(372.31412, 515.506)","(372.314, 515.5122)","(372.318, 515.51416)","(372.32852, 515.52234)","(372.33398, 515.5265)","(372.34558, 515.54297)","(372.35773, 515.55176)"
66,"(1157.8734, 464.27625)","(1157.87, 464.25824)","(1157.8673, 464.2442)","(1157.8679, 464.2295)","(1157.8708, 464.23965)","(1157.8676, 464.23917)","(1157.8677, 464.24707)","(1157.8636, 464.24228)","(1157.863, 464.24097)","(1157.863, 464.2397)"
67,"(815.0079, 755.9977)","(815.00586, 755.9989)","(815.00586, 756.0063)","(815.0018, 756.0048)","(815.00793, 756.0043)","(815.00793, 756.0043)","(815.0083, 755.997)","(815.0086, 755.99713)","(815.00854, 755.9972)","(815.0084, 755.99725)"
68,"(570.0192, 729.00507)","(570.0165, 729.0093)","(570.0154, 729.01135)","(570.0167, 729.0105)","(570.0136, 729.00934)","(570.0125, 729.0075)","(570.01025, 729.0055)","(570.0108, 729.0045)","(570.009, 729.0074)","(570.0088, 729.0088)"
69,"(801.9951, 755.01105)","(801.9967, 755.0124)","(801.99805, 755.01404)","(801.9989, 755.0118)","(801.99805, 755.0106)","(801.99805, 755.0106)","(801.9973, 755.00946)","(801.99725, 755.0095)","(801.9971, 755.00977)","(801.9971, 755.0097)"
70,"(381.91357, 430.99115)","(381.90778, 430.9925)","(381.89993, 430.99344)","(381.897, 430.99646)","(381.88922, 431.00656)","(381.8858, 431.01324)","(381.8803, 431.02112)","(381.88425, 431.02646)","(381.88623, 431.02988)","(381.88513, 431.03146)"
71,"(766.73615, 228.51405)","(766.7296, 228.5586)","(766.7222, 228.60396)","(766.70966, 228.64847)","(766.69867, 228.65858)","(766.7145, 228.67809)","(766.724, 228.69446)","(766.73694, 228.71475)","(766.72516, 228.69415)","(766.7162, 228.67918)"
72,"(42.70936, 378.7096)","(42.675175, 378.6996)","(42.643646, 378.69635)","(42.62273, 378.68823)","(42.612835, 378.679)","(42.61717, 378.6711)","(42.609875, 378.667)","(42.605858, 378.6661)","(42.584793, 378.6509)","(42.566364, 378.65155)"
73,"(39.04932, 234.59196)","(39.04427, 234.60814)","(39.04137, 234.62769)","(39.030853, 234.63899)","(39.03306, 234.63971)","(39.033077, 234.64064)","(39.033314, 234.63976)","(39.032314, 234.63449)","(39.035583, 234.63199)","(39.039104, 234.62859)"
74,"(775.691, 505.73694)","(775.69086, 505.7366)","(775.69086, 505.7366)","(775.6909, 505.73663)","(775.6931, 505.7359)","(775.6924, 505.7338)","(775.69366, 505.73257)","(775.6886, 505.7285)","(775.6886, 505.7285)","(775.6886, 505.7285)"
75,"(760.883, 711.00946)","(760.8856, 711.01514)","(760.8856, 711.01575)","(760.89056, 711.0218)","(760.8895, 711.02167)","(760.8896, 711.02185)","(760.88873, 711.0218)","(760.88855, 711.02185)","(760.8887, 711.0219)","(760.8888, 711.0219)"
76,"(612.515, 704.8988)","(612.51965, 704.9043)","(612.5199, 704.9182)","(612.51904, 704.92035)","(612.521, 704.9192)","(612.52094, 704.9209)","(612.52386, 704.9195)","(612.5239, 704.9204)","(612.5296, 704.9169)","(612.5355, 704.9167)"
77,"(674.00464, 335.76672)","(673.97894, 335.791)","(673.9597, 335.81693)","(673.938, 335.83655)","(673.99524, 335.81805)","(674.0541, 335.7976)","(674.11084, 335.78958)","(674.16864, 335.77496)","(674.17615, 335.77783)","(674.18964, 335.78665)"
78,"(752.79736, 659.4659)","(752.8028, 659.4575)","(752.80334, 659.45514)","(752.8089, 659.448)","(752.8073, 659.4402)","(752.8091, 659.4357)","(752.80664, 659.4356)","(752.80865, 659.4304)","(752.8002, 659.43585)","(752.79425, 659.43677)"
79,"(476.19598, 540.9626)","(476.31754, 541.1915)","(476.4503, 541.26855)","(476.36978, 541.43353)","(476.43655, 541.4026)","(476.49374, 541.35815)","(476.539, 541.4209)","(476.5657, 541.47754)","(476.59338, 541.5143)","(476.55588, 541.4789)"
80,"(316.17767, 377.2722)","(316.17935, 377.2712)","(316.1808, 377.271)","(316.1838, 377.2685)","(316.18497, 377.27023)","(316.18683, 377.27036)","(316.186, 377.27216)","(316.18756, 377.27155)","(316.1839, 377.2711)","(316.18283, 377.27084)"
81,"(862.18396, 635.8062)","(862.1094, 635.7929)","(861.7169, 635.81)","(861.65643, 635.7924)","(861.64185, 635.7834)","(861.64404, 635.7712)","(861.6273, 635.7694)","(861.6316, 635.7513)","(861.6235, 635.75366)","(861.6222, 635.75446)"
82,"(616.8151, 416.23428)","(616.82855, 416.23657)","(616.84375, 416.22928)","(616.8586, 416.2289)","(616.86237, 416.2068)","(616.86523, 416.19186)","(616.8679, 416.17227)","(616.86743, 416.15204)","(616.8719, 416.14392)","(616.8765, 416.14044)"
83,"(509.05078, 139.08011)","(509.05405, 139.06656)","(509.05258, 139.05583)","(509.0577, 139.0421)","(509.05435, 139.02861)","(509.04285, 139.01698)","(509.0354, 139.00316)","(509.01993, 138.99171)","(509.017, 138.98544)","(509.01395, 138.9801)"
84,"(515.3939, 633.51245)","(515.3771, 633.50055)","(515.35486, 633.4944)","(515.3291, 633.47534)","(515.3258, 633.5077)","(515.3332, 633.5223)","(515.3414, 633.54364)","(515.3425, 633.5589)","(515.33765, 633.56055)","(515.3403, 633.5733)"
85,"(756.5604, 624.15326)","(756.5605, 624.15234)","(756.56006, 624.1524)","(756.56464, 624.15045)","(756.56195, 624.15173)","(756.5623, 624.1519)","(756.5623, 624.15216)","(756.5633, 624.1519)","(756.5559, 624.1535)","(756.5558, 624.1544)"
86,"(421.67584, 737.08154)","(421.67538, 737.0819)","(421.6752, 737.0822)","(421.6754, 737.08185)","(421.677, 737.08185)","(421.67694, 737.0821)","(421.67712, 737.082)","(421.67712, 737.082)","(421.677, 737.082)","(421.677, 737.082)"
87,"(379.38477, 519.4143)","(379.39542, 519.425)","(379.3985, 519.4296)","(379.41486, 519.43854)","(379.41562, 519.44684)","(379.42456, 519.45337)","(379.43115, 519.4591)","(379.43814, 519.4655)","(379.44293, 519.47894)","(379.4521, 519.4907)"
88,"(127.77949, 323.85977)","(127.75502, 323.79434)","(127.74368, 323.7625)","(127.72419, 323.7324)","(127.74443, 323.7359)","(127.768295, 323.7399)","(127.791885, 323.74716)","(127.82159, 323.75278)","(127.80221, 323.75064)","(127.78307, 323.75787)"
89,"(414.03296, 471.9277)","(414.0254, 471.92545)","(414.0098, 471.93094)","(414.00293, 471.93066)","(414.0101, 471.9247)","(414.008, 471.92822)","(414.00888, 471.9277)","(414.01706, 471.92337)","(414.01755, 471.9237)","(414.01718, 471.9236)"
90,"(548.37164, 421.20822)","(548.38007, 421.2119)","(548.37933, 421.2085)","(548.3851, 421.21194)","(548.37366, 421.2094)","(548.37286, 421.21115)","(548.3708, 421.2145)","(548.3804, 421.2222)","(548.3717, 421.21683)","(548.3719, 421.217)"
91,"(856.6679, 136.09824)","(856.6678, 136.092)","(856.6638, 136.09062)","(856.65924, 136.0821)","(856.65607, 136.0906)","(856.6574, 136.09149)","(856.65924, 136.0963)","(856.6649, 136.0925)","(856.6633, 136.09273)","(856.66266, 136.09244)"
92,"(222.29979, 235.33952)","(222.30028, 235.34093)","(222.30176, 235.3386)","(222.30833, 235.33829)","(222.30307, 235.33806)","(222.30038, 235.34036)","(222.30325, 235.3385)","(222.30156, 235.34059)","(222.30496, 235.34735)","(222.30519, 235.35106)"
93,"(315.49396, 184.75482)","(315.48953, 184.75455)","(315.4816, 184.75542)","(315.48315, 184.7553)","(315.48593, 184.76257)","(315.50363, 184.77203)","(315.51294, 184.78775)","(315.52264, 184.80598)","(315.5512, 184.8461)","(315.57004, 184.88538)"
94,"(930.4926, 733.7519)","(930.5002, 733.7532)","(930.5034, 733.7526)","(930.51373, 733.757)","(930.5138, 733.757)","(930.5138, 733.757)","(930.5138, 733.757)","(930.5138, 733.757)","(930.5138, 733.757)","(930.5138, 733.757)"
95,"(1111.0924, 665.0017)","(1111.0984, 664.999)","(1111.1011, 664.9974)","(1111.1088, 664.9941)","(1111.1011, 665.0126)","(1111.095, 665.03564)","(1111.0894, 665.056)","(1111.0889, 665.0815)","(1111.1344, 665.1352)","(1111.1884, 665.1911)"
96,"(478.3911, 147.92369)","(478.37244, 147.91124)","(478.369, 147.91154)","(478.35403, 147.90292)","(478.3651, 147.87994)","(478.35873, 147.86183)","(478.36426, 147.84552)","(478.35654, 147.83629)","(478.35742, 147.83133)","(478.349, 147.8233)"
97,"(903.37146, 520.08844)","(903.3771, 520.0865)","(903.3766, 520.08594)","(903.381, 520.0825)","(903.3983, 520.0789)","(903.41565, 520.0874)","(903.434, 520.089)","(903.4492, 520.0984)","(903.4579, 520.107)","(903.47235, 520.1203)"
98,"(606.1522, 223.97751)","(606.153, 223.97487)","(606.1588, 223.97249)","(606.16364, 223.96707)","(606.1666, 223.96501)","(606.16455, 223.96858)","(606.1659, 223.96979)","(606.1608, 223.97406)","(606.1679, 223.97287)","(606.1689, 223.9762)"
99,"(769.94543, 753.0326)","(769.9455, 753.03235)","(769.9455, 753.0325)","(769.94525, 753.03204)","(769.9451, 753.0319)","(769.9451, 753.0319)","(769.94525, 753.0318)","(769.94525, 753.0315)","(769.9452, 753.03174)","(769.9452, 753.03174)"
100,"(1008.5943, 142.13142)","(1008.5894, 142.13081)","(1008.59357, 142.13048)","(1008.59406, 142.12839)","(1008.59717, 142.127)","(1008.6, 142.12646)","(1008.6023, 142.12566)","(1008.60046, 142.12631)","(1008.6044, 142.12634)","(1008.60583, 142.1255)"
101,"(188.85028, 426.8235)","(188.84792, 426.85904)","(188.84517, 426.89594)","(188.84384, 426.9283)","(188.84741, 426.88626)","(188.84297, 426.8381)","(188.846, 426.7957)","(188.83713, 426.74777)","(188.82217, 426.7319)","(188.80496, 426.7167)"
102,"(1063.1205, 471.2804)","(1063.1066, 471.26407)","(1063.0903, 471.25684)","(1063.0714, 471.23984)","(1062.9481, 471.24207)","(1062.827, 471.24908)","(1063.1105, 471.49792)","(1063.1104, 471.49557)","(1062.9946, 471.4235)","(1062.8632, 471.35547)"
103,"(1104.6301, 665.4448)","(1104.6383, 665.43994)","(1104.6459, 665.43243)","(1104.6509, 665.4292)","(1104.658, 665.4469)","(1104.6593, 665.4698)","(1104.6705, 665.4894)","(1104.6542, 665.5133)","(1104.6886, 665.5848)","(1104.729, 665.62067)"
